FREQ;UNIT;INDIC_PS;GEO\TIME_PERIOD,2012 ,2013 ,2014 ,2015 ,2016 ,2017
A;MIO_EUR;FIN303_02;ES,: ,2036.97 ,1990.82 ,1292.91 ,2879.50 ,2829.50
A;MIO_EUR;FIN303_02;FI,1027.00 ,1010.00 ,: c,: c,: c,:
A;MIO_EUR;FIN303_02;FR,: ,: ,: c,: c,: c,: c
A;MIO_EUR;FIN303_02;HR,90.76 ,75.44 ,: ,67.13 ,76.86 ,85.11
A;MIO_EUR;FIN303_02;HU,184.81 ,188.85 ,213.92 ,237.68 ,265.38 ,292.04
A;MIO_EUR;FIN303_02;IE,: ,165.60 ,236.10 b,: c,: c,: c
A;MIO_EUR;FIN303_02;IS,7.34 ,7.27 ,7.26 ,3.05 ,4.12 ,:
A;MIO_EUR;FIN303_02;IT,3849.90 ,3849.90 ,4188.20 ,4416.00 ,5104.20 b,5699.90
A;MIO_EUR;FIN303_02;LT,59.86 ,80.90 ,86.12 ,94.16 ,100.41 ,113.04
A;MIO_EUR;FIN303_02;LU,: ,: ,68.82 ,68.86 ,6.12 ,0.00
A;MIO_EUR;FIN303_02;LV,28.54 ,45.62 ,33.40 ,35.60 ,40.55 ,42.00 e
A;MIO_EUR;FIN303_02;MK,7.87 ,11.81 ,13528.06 ,10729.21 ,1118391.06 ,15099227.45
A;MIO_EUR;FIN303_02;MT,2.44 ,2.44 ,: c,: c,: c,: c
A;MIO_EUR;FIN303_02;NL,: ,: ,: c,: c,: c,: c
A;MIO_EUR;FIN303_02;NO,262.06 ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_02;PL,432.80 ,663.82 ,770.42 ,904.35 ,100.35 ,100.91
A;MIO_EUR;FIN303_02;PT,: ,179.32 ,164.86 ,152.13 ,145.54 ,146.08
A;MIO_EUR;FIN303_02;RO,: ,: ,: ,: z,: z,:
A;MIO_EUR;FIN303_02;RS,49.31 ,56.56 ,60.55 ,0.60 ,2.07 ,1.38
A;MIO_EUR;FIN303_02;SE,987.21 ,1012.09 ,1155.90 ,892.50 d,1201.83 d,1503.88
A;MIO_EUR;FIN303_02;SI,: ,116.56 ,68.50 ,65.80 ,64.90 ,: c
A;MIO_EUR;FIN303_02;SK,82.60 ,110.40 ,114.70 ,114.80 ,92.90 ,23.00
A;MIO_EUR;FIN303_02;UK,6525.74 ,6869.56 ,10866.41 ,13233.03 ,12240.86 d,12173.78 d
A;MIO_EUR;FIN303_L;AT,: ,: ,: ,: ,865.00 ,1127.30
A;MIO_EUR;FIN303_L;BE,: ,: ,: ,: ,1183.21 ,1251.76
A;MIO_EUR;FIN303_L;BG,: ,: ,: ,: ,8.23 ,8.25
A;MIO_EUR;FIN303_L;CH,: ,: ,: ,: ,2322.53 ,2237.42
A;MIO_EUR;FIN303_L;CY,: ,: ,: ,: ,21.75 ,21.16
A;MIO_EUR;FIN303_L;CZ,: ,: ,: ,: ,: ,231.66
A;MIO_EUR;FIN303_L;DE,: ,: ,9420.00 e,9650.00 e,9890.00 e,9863.00
A;MIO_EUR;FIN303_L;DK,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_L;EE,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_L;EL,: ,: ,: ,: ,206.84 ,195.77
A;MIO_EUR;FIN303_L;ES,: ,: ,: ,: ,1230.24 ,1366.27
A;MIO_EUR;FIN303_L;FI,: ,: ,: ,: ,: ,: c
A;MIO_EUR;FIN303_L;FR,: ,: ,: ,: ,8147.41 ,7985.13
A;MIO_EUR;FIN303_L;HR,: ,: ,: ,: ,130.68 ,128.53
A;MIO_EUR;FIN303_L;HU,: ,: ,: ,: ,316.07 ,336.28
A;MIO_EUR;FIN303_L;IE,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_L;IS,: ,: ,: ,: ,37.24 ,:
A;MIO_EUR;FIN303_L;IT,: ,: ,: ,: ,1835.00 ,2563.80
A;MIO_EUR;FIN303_L;LT,: ,: ,: ,: ,49.59 ,55.37
A;MIO_EUR;FIN303_L;LU,: ,: ,: ,: ,119.48 ,117.97
A;MIO_EUR;FIN303_L;LV,: ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_L;MK,: ,: ,: ,: ,15903541.19 ,15541422.26
A;MIO_EUR;FIN303_L;MT,: ,: ,: ,: ,: ,22.18
A;MIO_EUR;FIN303_L;NL,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_L;NO,: ,: ,: ,: ,: ,585094.33
A;MIO_EUR;FIN303_L;PL,: ,: ,: ,: ,733.29 ,839.93
A;MIO_EUR;FIN303_L;PT,: ,: ,: ,: ,381.86 ,381.39
A;MIO_EUR;FIN303_L;RO,: ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_L;RS,: ,: ,: ,: ,67.06 ,70.35
A;MIO_EUR;FIN303_L;SE,: ,: ,: ,: ,: ,1077.74
A;MIO_EUR;FIN303_L;SI,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_L;SK,: ,: ,: ,: ,: ,140.00
A;MIO_EUR;FIN303_L;UK,: ,: ,: ,: ,5110.53 d,4619.10 d
A;MIO_EUR;FIN303_P;AT,: ,: ,: ,: ,538.00 ,604.30
A;MIO_EUR;FIN303_P;BE,: ,: ,: ,: ,1138.79 ,1294.26
A;MIO_EUR;FIN303_P;BG,: ,: ,: ,: ,173.41 ,179.91
A;MIO_EUR;FIN303_P;CH,: ,: ,: ,: ,1189.70 ,1197.43
A;MIO_EUR;FIN303_P;CY,: ,: ,: ,: ,36.38 ,39.84
A;MIO_EUR;FIN303_P;CZ,: ,: ,: ,: ,: ,167.41
A;MIO_EUR;FIN303_P;DE,: ,: ,: ,: ,: ,16594.00 b
A;MIO_EUR;FIN303_P;DK,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_P;EE,: ,: ,: ,: ,4.45 ,4.04
A;MIO_EUR;FIN303_P;EL,: ,: ,: ,: ,15.43 ,326.81
A;MIO_EUR;FIN303_P;ES,: ,: ,: ,: ,3656.45 ,938.63
A;MIO_EUR;FIN303_P;FI,: ,: ,: ,: ,: ,: c
A;MIO_EUR;FIN303_P;FR,: ,: ,: ,: ,1801.99 ,1885.20
A;MIO_EUR;FIN303_P;HR,: ,: ,: ,: ,70.32 ,79.15
A;MIO_EUR;FIN303_P;HU,: ,: ,: ,: ,269.40 ,264.29
A;MIO_EUR;FIN303_P;IE,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_P;IS,: ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_P;IT,: ,: ,: ,: ,36.20 b,35.90
A;MIO_EUR;FIN303_P;LT,: ,: ,: ,: ,72.36 ,83.08
A;MIO_EUR;FIN303_P;LU,: ,: ,: ,: ,45.12 ,49.29
A;MIO_EUR;FIN303_P;LV,: ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_P;MK,: ,: ,: ,: ,1445935.82 ,14459247.98
A;MIO_EUR;FIN303_P;MT,: ,: ,: ,: ,: ,5.53
A;MIO_EUR;FIN303_P;NL,: ,: ,: ,: ,: c,: c
A;MIO_EUR;FIN303_P;NO,: ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_P;PL,: ,: ,: ,: ,920.45 ,93.86
A;MIO_EUR;FIN303_P;PT,: ,: ,: ,: ,119.68 ,119.78
A;MIO_EUR;FIN303_P;RO,: ,: ,: ,: ,: ,:
A;MIO_EUR;FIN303_P;RS,: ,: ,: ,: ,1.59 ,1.80
A;MIO_EUR;FIN303_P;SE,: ,: ,: ,: ,1713.42 ,2001.67
A;MIO_EUR;FIN303_P;SI,: ,: ,: ,: ,: ,: c
A;MIO_EUR;FIN303_P;SK,: ,: ,: ,: ,: ,5.00
A;MIO_EUR;FIN303_P;UK,: ,: ,: ,: ,10699.76 ,10777.90
A;MIO_NAC;FIN303_01;AT,: ,1327.64 ,1324.75 ,1114.63 ,1403.00 ,1487.40
A;MIO_NAC;FIN303_01;BE,1233.26 ,1429.61 ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;BG,27.18 ,34.37 ,36.30 ,41.39 ,50.13 ,62.41
A;MIO_NAC;FIN303_01;CH,3223.00 ,: ,: c,: c,: c,3227.00
A;MIO_NAC;FIN303_01;CY,26.89 ,25.10 ,24.10 ,25.50 ,23.01 ,22.90
A;MIO_NAC;FIN303_01;CZ,: ,9793.97 ,9657.90 ,8117.54 ,8248.00 ,6076.13
A;MIO_NAC;FIN303_01;DE,: ,: ,9420.00 e,9650.00 ,9890.00 ,19896.00
A;MIO_NAC;FIN303_01;DK,8858.00 ,8243.00 ,: c,7561.11 ,: c,: c
A;MIO_NAC;FIN303_01;EE,24.60 ,25.73 ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;EL,313.40 ,280.25 ,281.90 ,237.62 ,219.57 ,210.66
A;MIO_NAC;FIN303_01;ES,: ,1308.27 ,1160.13 b,1132.65 ,: c,: c
A;MIO_NAC;FIN303_01;FI,139.10 ,150.20 ,: c,: c,: c,:
A;MIO_NAC;FIN303_01;FR,: ,: ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;HR,782.20 ,854.27 ,855.60 ,932.38 ,935.34 ,914.92
A;MIO_NAC;FIN303_01;HU,93141.70 ,90854.92 ,92397.90 ,94590.10 ,99692.20 ,93564.10
A;MIO_NAC;FIN303_01;IE,: ,254.00 ,302.20 b,: c,: c,: c
A;MIO_NAC;FIN303_01;IS,5327.00 ,5274.00 ,5685.00 ,5864.00 ,6537.00 ,7029.00
A;MIO_NAC;FIN303_01;IT,2589.10 ,2589.10 ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;LT,113.62 ,88.80 ,93.80 ,26.42 b,21.55 ,25.41
A;MIO_NAC;FIN303_01;LU,: ,: ,: ,119.27 ,122.52 ,0.00
A;MIO_NAC;FIN303_01;LV,29.20 ,23.10 ,25.60 ,27.20 ,29.58 ,: c
A;MIO_NAC;FIN303_01;MK,1499.37 ,1522.19 ,1374557.00 ,1372000.71 ,999767130.00 ,917557830.00
A;MIO_NAC;FIN303_01;MT,14.63 ,16.09 ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;NL,: ,: ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;NO,10593.00 ,: ,: ,: ,: ,5458111.00
A;MIO_NAC;FIN303_01;PL,3991.00 ,4345.50 ,4000.70 ,3853.50 ,3594.40 ,3575.00
A;MIO_NAC;FIN303_01;PT,: ,364.90 ,367.31 ,369.79 ,356.00 ,353.69
A;MIO_NAC;FIN303_01;RO,: ,: ,: ,: z,: z,:
A;MIO_NAC;FIN303_01;RS,7119.00 ,7245.00 ,7870.00 ,7523.00 ,8093.00 ,8473.00
A;MIO_NAC;FIN303_01;SE,15280.61 ,15055.92 ,14917.41 ,14806.16 ,15092.11 ,15183.14
A;MIO_NAC;FIN303_01;SI,71.61 ,62.55 ,66.00 ,64.96 ,63.99 ,: c
A;MIO_NAC;FIN303_01;SK,124.70 ,128.40 ,: c,: c,: c,: c
A;MIO_NAC;FIN303_01;UK,3070.00 ,3146.00 ,3083.00 ,2969.00 ,2923.00 ,2824.00
A;MIO_NAC;FIN303_02;AT,: ,679.07 ,696.94 ,369.38 ,546.00 ,566.00
A;MIO_NAC;FIN303_02;BE,1190.33 ,939.67 ,977.62 ,1059.54 ,1140.32 ,1293.29
A;MIO_NAC;FIN303_02;BG,152.28 ,151.30 ,180.20 ,182.63 ,305.11 ,305.59
A;MIO_NAC;FIN303_02;CH,1411.67 ,: ,: ,: ,609.00 ,591.00
A;MIO_NAC;FIN303_02;CY,27.12 ,25.90 ,: ,23.40 ,35.12 ,38.10
A;MIO_NAC;FIN303_02;CZ,: ,3185.73 ,4013.82 ,8936.54 ,11779.00 ,4430.29
A;MIO_NAC;FIN303_02;DE,: ,: ,: ,: ,: ,147.00
A;MIO_NAC;FIN303_02;DK,2264.00 ,2279.00 ,: c,1846.29 ,: c,: c
A;MIO_NAC;FIN303_02;EE,59.77 ,50.53 ,56.90 b,76.80 b,67.31 ,10.05
A;MIO_NAC;FIN303_02;EL,259.40 ,282.77 ,308.01 ,304.36 ,298.96 b,311.93
A;MIO_NAC;FIN303_02;ES,: ,2036.97 ,1990.82 ,1292.91 ,2879.50 ,2829.50
A;MIO_NAC;FIN303_02;FI,1027.00 ,1010.00 ,: c,: c,: c,:
A;MIO_NAC;FIN303_02;FR,: ,: ,: c,: c,: c,: c
A;MIO_NAC;FIN303_02;HR,682.60 ,571.80 ,: ,511.10 ,579.08 ,635.26
A;MIO_NAC;FIN303_02;HU,53471.40 ,56078.50 ,66037.00 ,73655.40 ,82656.80 ,90318.70
A;MIO_NAC;FIN303_02;IE,: ,165.60 ,236.10 b,: c,: c,: c
A;MIO_NAC;FIN303_02;IS,1179.00 ,1179.00 ,1124.00 ,446.00 ,551.00 ,542.00
A;MIO_NAC;FIN303_02;IT,3849.90 ,3849.90 ,4188.20 ,4416.00 ,5104.20 b,5699.90
A;MIO_NAC;FIN303_02;LT,206.68 ,279.30 ,297.36 ,94.16 ,100.41 ,113.04
A;MIO_NAC;FIN303_02;LU,: ,: ,68.82 ,68.86 ,6.12 ,0.00
A;MIO_NAC;FIN303_02;LV,19.90 ,32.00 ,33.40 ,35.60 ,40.55 ,42.00 e
A;MIO_NAC;FIN303_02;MK,484.39 ,727.55 ,833662.00 ,661000.00 ,68888220.00 ,929736440.00
A;MIO_NAC;FIN303_02;MT,2.44 ,2.44 ,: c,: c,: c,: c
A;MIO_NAC;FIN303_02;NL,: ,: ,: c,: c,: c,: c
A;MIO_NAC;FIN303_02;NO,1959.00 ,: ,: ,: ,: ,:
A;MIO_NAC;FIN303_02;PL,1811.00 ,2786.09 ,3223.80 ,3782.70 ,437.90 ,429.50
A;MIO_NAC;FIN303_02;PT,: ,179.32 ,164.86 ,152.13 ,145.54 ,146.08
A;MIO_NAC;FIN303_02;RO,: ,: ,: ,: z,: z,:
A;MIO_NAC;FIN303_02;RS,5573.00 ,6396.00 ,7099.00 ,73.00 ,255.00 ,167.00
A;MIO_NAC;FIN303_02;SE,8595.34 ,8755.04 ,10515.04 ,8348.84 d,11378.10 d,14492.68
A;MIO_NAC;FIN303_02;SI,: ,116.56 ,68.50 ,65.80 ,64.90 ,: c
A;MIO_NAC;FIN303_02;SK,82.60 ,110.40 ,114.70 ,114.80 ,92.90 ,23.00
A;MIO_NAC;FIN303_02;UK,5293.00 ,5834.00 ,8763.00 ,9607.00 ,10024.00 d,10666.00 d
A;MIO_NAC;FIN303_L;AT,: ,: ,: ,: ,865.00 ,1127.30
A;MIO_NAC;FIN303_L;BE,: ,: ,: ,: ,1183.21 ,1251.76
A;MIO_NAC;FIN303_L;BG,: ,: ,: ,: ,16.09 ,16.13
A;MIO_NAC;FIN303_L;CH,: ,: ,: ,: ,2532.00 ,2487.00
A;MIO_NAC;FIN303_L;CY,: ,: ,: ,: ,21.75 ,21.16
A;MIO_NAC;FIN303_L;CZ,: ,: ,: ,: ,: ,6098.97
A;MIO_NAC;FIN303_L;DE,: ,: ,9420.00 e,9650.00 e,9890.00 e,9863.00
A;MIO_NAC;FIN303_L;DK,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_L;EE,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_L;EL,: ,: ,: ,: ,206.84 ,195.77
A;MIO_NAC;FIN303_L;ES,: ,: ,: ,: ,1230.24 ,1366.27
A;MIO_NAC;FIN303_L;FI,: ,: ,: ,: ,: ,: c
A;MIO_NAC;FIN303_L;FR,: ,: ,: ,: ,8147.41 ,7985.13
A;MIO_NAC;FIN303_L;HR,: ,: ,: ,: ,984.58 ,959.38
A;MIO_NAC;FIN303_L;HU,: ,: ,: ,: ,98442.70 ,104003.30
A;MIO_NAC;FIN303_L;IE,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_L;IS,: ,: ,: ,: ,4978.00 ,5307.00
A;MIO_NAC;FIN303_L;IT,: ,: ,: ,: ,1835.00 ,2563.80
A;MIO_NAC;FIN303_L;LT,: ,: ,: ,: ,49.59 ,55.37
A;MIO_NAC;FIN303_L;LU,: ,: ,: ,: ,119.48 ,117.97
A;MIO_NAC;FIN303_L;LV,: ,: ,: ,: ,: ,:
A;MIO_NAC;FIN303_L;MK,: ,: ,: ,: ,979591740.00 ,956964630.00
A;MIO_NAC;FIN303_L;MT,: ,: ,: ,: ,: ,22.18
A;MIO_NAC;FIN303_L;NL,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_L;NO,: ,: ,: ,: ,: ,5458111.00
A;MIO_NAC;FIN303_L;PL,: ,: ,: ,: ,3199.80 ,3575.00
A;MIO_NAC;FIN303_L;PT,: ,: ,: ,: ,381.86 ,381.39
A;MIO_NAC;FIN303_L;RO,: ,: ,: ,: ,: ,:
A;MIO_NAC;FIN303_L;RS,: ,: ,: ,: ,8255.00 ,8541.00
A;MIO_NAC;FIN303_L;SE,: ,: ,: ,: ,: ,10386.00
A;MIO_NAC;FIN303_L;SI,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_L;SK,: ,: ,: ,: ,: ,140.00
A;MIO_NAC;FIN303_L;UK,: ,: ,: ,: ,4185.00 d,4047.00 d
A;MIO_NAC;FIN303_P;AT,: ,: ,: ,: ,538.00 ,604.30
A;MIO_NAC;FIN303_P;BE,: ,: ,: ,: ,1138.79 ,1294.26
A;MIO_NAC;FIN303_P;BG,: ,: ,: ,: ,339.15 ,351.87
A;MIO_NAC;FIN303_P;CH,: ,: ,: ,: ,1297.00 ,1331.00
A;MIO_NAC;FIN303_P;CY,: ,: ,: ,: ,36.38 ,39.84
A;MIO_NAC;FIN303_P;CZ,: ,: ,: ,: ,: ,4407.46
A;MIO_NAC;FIN303_P;DE,: ,: ,: ,: ,: ,16594.00 b
A;MIO_NAC;FIN303_P;DK,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_P;EE,: ,: ,: ,: ,4.45 ,4.04
A;MIO_NAC;FIN303_P;EL,: ,: ,: ,: ,15.43 ,326.81
A;MIO_NAC;FIN303_P;ES,: ,: ,: ,: ,3656.45 ,938.63
A;MIO_NAC;FIN303_P;FI,: ,: ,: ,: ,: ,: c
A;MIO_NAC;FIN303_P;FR,: ,: ,: ,: ,1801.99 ,1885.20
A;MIO_NAC;FIN303_P;HR,: ,: ,: ,: ,529.84 ,590.80
A;MIO_NAC;FIN303_P;HU,: ,: ,: ,: ,83906.30 ,81739.10
A;MIO_NAC;FIN303_P;IE,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_P;IS,: ,: ,: ,: ,: ,1773.00
A;MIO_NAC;FIN303_P;IT,: ,: ,: ,: ,36.20 b,35.90
A;MIO_NAC;FIN303_P;LT,: ,: ,: ,: ,72.36 ,83.08
A;MIO_NAC;FIN303_P;LU,: ,: ,: ,: ,45.12 ,49.29
A;MIO_NAC;FIN303_P;LV,: ,: ,: ,: ,: ,:
A;MIO_NAC;FIN303_P;MK,: ,: ,: ,: ,89063610.00 ,890329640.00
A;MIO_NAC;FIN303_P;MT,: ,: ,: ,: ,: ,5.53
A;MIO_NAC;FIN303_P;NL,: ,: ,: ,: ,: c,: c
A;MIO_NAC;FIN303_P;NO,: ,: ,: ,: ,: ,:
A;MIO_NAC;FIN303_P;PL,: ,: ,: ,: ,4016.50 ,399.50
A;MIO_NAC;FIN303_P;PT,: ,: ,: ,: ,119.68 ,119.78
A;MIO_NAC;FIN303_P;RO,: ,: ,: ,: ,: ,:
A;MIO_NAC;FIN303_P;RS,: ,: ,: ,: ,196.00 ,218.00
A;MIO_NAC;FIN303_P;SE,: ,: ,: ,: ,16221.49 ,19289.82
A;MIO_NAC;FIN303_P;SI,: ,: ,: ,: ,: ,: c
A;MIO_NAC;FIN303_P;SK,: ,: ,: ,: ,: ,5.00
A;MIO_NAC;FIN303_P;UK,: ,: ,: ,: ,8762.00 ,9443.00
A;NAC;PRI901;AT,0.62 ,0.62 ,0.68 ,0.68 ,0.68 ,0.68
A;NAC;PRI901;BE,0.75 ,0.77 ,0.77 ,0.77 ,0.79 ,0.79
A;NAC;PRI901;BG,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85
A;NAC;PRI901;CH,0.93 ,0.93 ,0.93 ,0.93 ,: ,:
A;NAC;PRI901;CY,0.34 ,0.34 ,0.41 ,0.41 ,0.41 ,0.41
A;NAC;PRI901;CZ,: ,10.00 ,13.00 ,13.00 ,16.00 ,16.00
A;NAC;PRI901;DE,0.55 ,0.58 ,0.60 ,0.62 ,0.70 ,0.70
A;NAC;PRI901;DK,8.00 ,8.00 ,9.00 ,10.00 ,8.00 ,8.00
A;NAC;PRI901;EE,0.45 ,0.45 ,0.55 ,0.55 ,0.65 ,0.65
A;NAC;PRI901;EL,0.62 ,0.62 ,0.72 ,0.72 ,0.72 ,0.72
A;NAC;PRI901;ES,: ,0.37 ,0.38 ,0.42 ,0.45 ,0.50
A;NAC;PRI901;FI,0.75 ,0.85 ,1.00 ,1.10 ,1.20 ,1.00
A;NAC;PRI901;FR,0.60 ,0.63 ,0.66 ,0.76 ,0.80 ,0.85
A;NAC;PRI901;HR,3.10 ,3.10 ,3.10 ,3.10 ,3.10 ,3.10
A;NAC;PRI901;HU,130.00 ,140.00 ,145.00 ,145.00 ,145.00 ,155.00
A;NAC;PRI901;IE,0.55 ,0.60 ,0.60 ,0.70 ,0.70 ,1.00
A;NAC;PRI901;IS,120.00 ,120.00 ,130.00 ,153.00 ,175.00 ,195.00
A;NAC;PRI901;IT,0.70 ,0.70 ,0.80 ,2.80 b,2.80 ,2.80
A;NAC;PRI901;LT,1.55 ,1.55 ,1.55 ,0.45 ,0.45 ,0.45
A;NAC;PRI901;LU,0.60 ,0.60 ,0.60 ,0.70 ,0.70 ,0.70
A;NAC;PRI901;LV,0.50 ,0.57 ,0.60 ,0.60 ,0.57 ,0.57
A;NAC;PRI901;MK,16.00 ,16.00 ,18.00 ,18.00 ,18.00 ,18.00
A;NAC;PRI901;MT,0.20 ,0.26 ,0.26 ,0.26 ,0.26 ,0.26
A;NAC;PRI901;NL,0.50 ,0.54 ,0.64 ,0.69 ,0.73 ,0.80
A;NAC;PRI901;NO,: ,: ,: ,10.50 ,11.00 ,13.00
A;NAC;PRI901;PL,1.95 ,2.35 ,2.35 ,2.35 ,2.50 ,3.20
A;NAC;PRI901;PT,0.47 ,0.50 ,0.50 ,0.55 ,0.58 ,0.63
A;NAC;PRI901;RO,1.60 ,1.60 ,1.60 ,1.60 ,1.40 ,1.40
A;NAC;PRI901;RS,22.00 ,22.00 ,23.00 ,23.00 ,23.00 ,23.00
A;NAC;PRI901;SE,4.80 ,4.80 ,5.60 ,5.60 ,6.50 ,7.00
A;NAC;PRI901;SI,0.29 ,0.29 ,0.34 ,0.37 ,0.40 ,0.40
A;NAC;PRI901;SK,0.60 ,0.65 ,0.65 ,0.65 ,0.70 ,0.70
A;NAC;PRI901;UK,0.60 ,0.60 ,0.62 ,0.63 ,0.64 ,0.65
A;NAC;PRI902;AT,0.70 ,0.70 ,0.80 ,0.80 ,0.80 ,0.80
A;NAC;PRI902;BE,1.09 ,: ,1.17 ,1.20 ,1.23 ,1.23
A;NAC;PRI902;BG,1.80 ,1.80 ,1.80 ,1.80 ,1.80 ,1.80
A;NAC;PRI902;CH,1.30 ,1.30 ,1.30 ,1.30 ,: ,:
A;NAC;PRI902;CY,0.51 ,0.51 ,0.64 ,0.64 ,0.64 ,0.64
A;NAC;PRI902;CZ,: ,20.00 ,25.00 ,25.00 ,27.00 ,32.00
A;NAC;PRI902;DE,0.75 ,0.75 ,0.75 ,0.80 ,0.90 ,0.90
A;NAC;PRI902;DK,12.00 ,12.50 ,14.00 ,14.50 ,25.00 ,25.00
A;NAC;PRI902;EE,1.00 ,1.00 ,1.20 ,1.20 ,1.40 ,1.40
A;NAC;PRI902;EL,0.78 ,0.78 ,0.90 ,0.90 ,0.90 ,0.90
A;NAC;PRI902;ES,: ,0.75 ,0.76 ,0.90 ,1.15 ,1.25
A;NAC;PRI902;FI,0.75 ,0.85 ,1.00 ,1.10 ,1.30 ,1.00
A;NAC;PRI902;FR,0.77 ,0.80 ,0.83 ,0.95 ,1.00 ,1.10
A;NAC;PRI902;HR,7.10 ,7.60 ,7.60 ,7.60 ,7.60 ,7.60
A;NAC;PRI902;HU,260.00 ,260.00 ,295.00 ,325.00 ,340.00 ,375.00
A;NAC;PRI902;IE,0.82 ,0.90 ,0.90 ,1.05 ,1.05 ,1.35
A;NAC;PRI902;IS,175.00 ,175.00 ,175.00 ,180.00 ,180.00 ,225.00
A;NAC;PRI902;IT,0.85 ,0.85 ,0.95 ,3.50 b,3.50 ,3.50
A;NAC;PRI902;LT,2.45 ,: ,2.45 ,0.81 ,0.81 ,:
A;NAC;PRI902;LU,0.85 ,0.85 ,0.85 ,0.95 ,0.95 ,0.95
A;NAC;PRI902;LV,0.78 ,0.78 ,0.80 ,0.80 ,0.78 ,0.78
A;NAC;PRI902;MK,36.00 ,36.00 ,36.00 ,36.00 ,36.00 ,36.00
A;NAC;PRI902;MT,: ,0.40 ,0.59 ,0.59 ,0.59 ,0.59
A;NAC;PRI902;NL,0.85 ,0.90 ,1.05 ,1.15 ,1.25 ,1.40
A;NAC;PRI902;NO,: ,: ,: ,14.00 ,17.00 ,17.00
A;NAC;PRI902;PL,3.00 ,5.20 ,5.20 ,5.20 ,6.00 ,6.00
A;NAC;PRI902;PT,0.68 ,0.70 ,0.72 ,0.72 ,0.75 ,0.80
A;NAC;PRI902;RO,2.10 ,2.10 ,2.10 ,2.10 ,4.00 ,4.00
A;NAC;PRI902;RS,46.00 ,46.00 ,70.00 ,70.00 ,70.00 ,70.00
A;NAC;PRI902;SE,9.60 ,9.60 ,11.20 ,11.20 ,13.00 ,21.00
A;NAC;PRI902;SI,0.60 ,0.60 ,0.60 ,0.60 ,1.00 ,1.00
A;NAC;PRI902;SK,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.10
A;NAC;PRI902;UK,0.87 ,0.88 ,0.97 ,1.00 ,1.05 ,1.17
A;NAC;PRI903;AT,1.70 ,1.70 ,1.70 ,1.70 ,1.70 ,1.70
A;NAC;PRI903;BE,1.29 ,1.34 ,1.39 ,1.42 ,1.45 ,1.45
A;NAC;PRI903;BG,2.50 ,2.50 ,2.50 ,2.50 ,2.50 ,2.50
A;NAC;PRI903;CH,1.76 ,1.76 ,1.76 ,1.76 ,: ,:
A;NAC;PRI903;CY,0.68 ,0.68 ,0.75 ,0.75 ,0.75 ,0.75
A;NAC;PRI903;CZ,: ,21.00 ,30.00 ,30.00 ,32.00 ,37.00
A;NAC;PRI903;DE,0.75 ,0.75 ,0.75 ,0.80 ,0.90 ,0.90
A;NAC;PRI903;DK,14.00 ,14.50 ,16.00 ,16.50 ,25.00 ,25.00
A;NAC;PRI903;EE,1.10 ,1.10 ,1.30 ,1.30 ,1.50 ,1.50
A;NAC;PRI903;EL,0.78 ,0.78 ,0.90 ,0.90 ,0.90 ,0.90
A;NAC;PRI903;ES,: ,0.90 ,0.92 ,1.00 ,1.30 ,1.35
A;NAC;PRI903;FI,0.75 ,0.85 ,1.00 ,1.10 ,1.30 ,1.00
A;NAC;PRI903;FR,0.89 ,0.95 ,0.98 ,1.20 ,1.25 ,1.30
A;NAC;PRI903;HR,7.10 ,7.60 ,7.60 ,7.60 ,7.60 ,7.60
A;NAC;PRI903;HU,300.00 ,300.00 ,340.00 ,375.00 ,435.00 ,:
A;NAC;PRI903;IE,0.82 ,0.90 ,0.90 ,1.05 ,1.05 ,1.35
A;NAC;PRI903;IS,230.00 ,230.00 ,230.00 ,240.00 ,240.00 ,285.00
