FREQ;UNIT;INDIC_PS;GEO\TIME_PERIOD,2012 ,2013 ,2014 ,2015 ,2016 ,2017
A;NAC;PRI903;IT,: ,: ,: ,: z,: z,:
A;NAC;PRI903;LT,2.90 ,2.90 ,2.90 ,0.84 ,0.84 ,0.84
A;NAC;PRI903;LU,1.10 ,1.10 ,1.10 ,1.30 ,1.30 ,1.30
A;NAC;PRI903;LV,0.85 ,0.85 ,0.90 ,0.90 ,0.90 ,0.90
A;NAC;PRI903;MK,36.00 ,36.00 ,36.00 ,36.00 ,36.00 ,36.00
A;NAC;PRI903;MT,: ,: ,: ,: ,: ,:
A;NAC;PRI903;NL,0.95 ,0.95 ,1.05 ,1.15 ,1.25 ,1.40
A;NAC;PRI903;NO,: ,: ,: ,14.00 ,21.00 ,21.00
A;NAC;PRI903;PL,3.20 ,5.20 ,5.20 ,5.20 ,6.00 ,6.00
A;NAC;PRI903;PT,0.80 ,0.80 ,0.80 ,0.80 ,0.80 ,0.85
A;NAC;PRI903;RO,3.10 ,3.10 ,3.10 ,3.10 ,4.00 ,4.00
A;NAC;PRI903;RS,46.00 ,46.00 ,: z,77.00 ,77.00 ,77.00
A;NAC;PRI903;SE,9.60 ,9.60 ,11.20 ,11.20 ,13.00 ,21.00
A;NAC;PRI903;SI,0.60 ,0.60 ,0.60 ,1.00 ,1.00 ,1.00
A;NAC;PRI903;SK,1.20 ,1.20 ,1.20 ,1.20 ,1.20 ,1.30
A;NAC;PRI903;UK,1.28 ,0.88 ,1.28 ,1.33 ,1.33 ,1.40
A;NAC;PRI904;AT,4.30 ,4.45 ,4.44 ,4.44 ,4.44 ,4.44
A;NAC;PRI904;BE,6.20 ,6.40 ,6.50 ,6.50 ,6.50 ,6.50
A;NAC;PRI904;BG,2.60 ,2.60 ,2.60 ,2.60 ,2.60 ,2.60
A;NAC;PRI904;CH,8.33 ,8.33 ,8.33 ,8.33 ,: ,:
A;NAC;PRI904;CY,1.71 ,1.71 ,4.50 ,4.50 ,4.50 ,4.50
A;NAC;PRI904;CZ,: ,52.00 ,52.00 ,74.00 ,74.00 ,74.00
A;NAC;PRI904;DE,4.10 ,4.10 ,4.40 ,4.40 ,4.50 ,4.50
A;NAC;PRI904;DK,67.00 ,70.00 ,60.00 ,60.00 ,90.00 ,100.00
A;NAC;PRI904;EE,3.26 ,3.26 ,3.92 ,3.92 ,4.08 ,4.08
A;NAC;PRI904;EL,4.10 ,4.10 ,1.50 ,1.50 ,1.50 ,1.50
A;NAC;PRI904;ES,: ,7.30 ,7.80 ,8.58 ,8.90 ,10.50
A;NAC;PRI904;FI,7.20 ,7.40 ,7.60 ,7.90 ,8.10 ,: z
A;NAC;PRI904;FR,8.20 ,8.50 ,8.80 ,8.95 ,8.50 ,8.50
A;NAC;PRI904;HR,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,20.00
A;NAC;PRI904;HU,1115.00 ,1115.00 ,1190.00 ,1190.00 ,1290.00 ,1490.00
A;NAC;PRI904;IE,7.50 ,7.50 ,7.50 ,8.25 ,8.25 ,9.00
A;NAC;PRI904;IS,878.00 ,904.00 ,1005.00 ,1023.00 ,1023.00 ,1023.00
A;NAC;PRI904;IT,9.10 ,9.10 ,9.00 ,9.00 ,9.00 ,9.00
A;NAC;PRI904;LT,8.30 ,9.30 ,9.30 ,2.69 ,2.68 ,2.68
A;NAC;PRI904;LU,7.00 ,7.00 ,7.00 ,8.40 ,8.40 ,8.40
A;NAC;PRI904;LV,2.99 ,3.54 ,3.50 ,3.51 ,3.51 ,3.51
A;NAC;PRI904;MK,24.00 ,32.00 ,32.00 ,32.00 ,36.00 ,36.00
A;NAC;PRI904;MT,1.77 ,1.77 ,9.00 ,9.00 ,9.00 ,9.00
A;NAC;PRI904;NL,6.75 ,6.75 ,6.75 ,6.95 ,6.95 ,4.25
A;NAC;PRI904;NO,: ,: ,: ,155.00 ,160.00 ,170.00
A;NAC;PRI904;PL,11.00 ,11.00 ,11.00 ,11.00 ,15.00 ,15.00
A;NAC;PRI904;PT,3.70 ,4.10 ,4.50 ,4.70 ,4.90 ,5.20
A;NAC;PRI904;RO,: ,: ,3.60 ,3.60 ,4.30 ,4.30
A;NAC;PRI904;RS,134.00 ,134.00 ,231.00 ,231.00 ,231.00 ,231.00
A;NAC;PRI904;SE,124.00 ,124.00 ,124.00 ,124.00 ,140.00 ,140.00
A;NAC;PRI904;SI,3.09 ,3.09 ,3.10 ,3.73 ,3.73 ,3.73
A;NAC;PRI904;SK,2.80 ,2.80 ,2.80 ,2.80 ,2.70 ,2.70
A;NAC;PRI904;UK,5.30 ,6.85 ,5.45 ,5.45 ,5.50 ,5.50
A;NAC;PRI905;AT,12.50 ,14.20 ,14.09 ,14.09 ,14.09 ,13.00
A;NAC;PRI905;BE,15.50 ,32.40 ,32.80 ,32.80 ,32.80 ,32.80
A;NAC;PRI905;BG,: ,: ,: z,: ,: z,: z
A;NAC;PRI905;CH,37.96 ,: ,: z,: z,: ,:
A;NAC;PRI905;CY,23.92 ,23.92 ,21.00 ,21.00 ,21.00 ,21.00
A;NAC;PRI905;CZ,: ,280.00 ,280.00 ,280.00 ,280.00 ,300.00
A;NAC;PRI905;DE,8.90 ,8.90 ,8.90 ,8.90 ,9.00 ,9.00
A;NAC;PRI905;DK,210.00 ,280.00 ,190.00 ,190.00 ,305.00 ,305.00
A;NAC;PRI905;EE,11.60 ,: ,: z,: z,: z,:
A;NAC;PRI905;EL,26.67 ,: ,: z,: z,: z,:
A;NAC;PRI905;ES,: ,: ,32.74 ,32.74 ,: ,:
A;NAC;PRI905;FI,17.70 ,20.00 ,: z,: z,: ,:
A;NAC;PRI905;FR,17.85 ,: ,: ,16.50 ,16.50 ,16.50
A;NAC;PRI905;HR,140.00 ,: ,90.00 ,90.00 ,90.00 ,90.00
A;NAC;PRI905;HU,7025.00 ,: ,: z,: z,: z,:
A;NAC;PRI905;IE,32.00 ,32.00 ,32.00 ,32.50 ,32.50 ,35.50
A;NAC;PRI905;IS,4040.00 ,4160.00 ,4160.00 ,4280.00 ,4280.00 ,4280.00
A;NAC;PRI905;IT,: ,: ,22.00 ,22.00 ,24.00 ,26.00
A;NAC;PRI905;LT,: ,: ,: ,: ,: ,:
A;NAC;PRI905;LU,12.00 ,: ,: ,: z,: z,: z
A;NAC;PRI905;LV,: ,: ,: ,: ,: ,:
A;NAC;PRI905;MK,844.00 ,: ,: ,: ,: ,:
A;NAC;PRI905;MT,: ,: ,: ,: ,: ,:
A;NAC;PRI905;NL,: ,: ,: ,: z,: z,9.80
A;NAC;PRI905;NO,: ,: ,: ,: ,321.00 ,362.00
A;NAC;PRI905;PL,23.00 ,: ,62.00 ,: z,: z,:
A;NAC;PRI905;PT,: ,: ,: ,: z,: z,: z
A;NAC;PRI905;RO,: ,: ,: ,: ,: ,:
A;NAC;PRI905;RS,1340.00 ,: ,2060.00 ,2060.00 ,2060.00 ,2060.00
A;NAC;PRI905;SE,292.00 ,: ,292.00 ,292.00 ,330.00 ,330.00
A;NAC;PRI905;SI,13.67 ,13.67 ,13.70 ,13.67 ,13.67 ,13.67
A;NAC;PRI905;SK,19.00 ,18.50 ,18.50 ,18.50 ,18.50 ,19.00
A;NAC;PRI905;UK,13.82 ,13.65 ,13.85 ,13.46 ,13.45 ,13.45
A;NAC;PRI906;AT,16.50 ,16.50 ,16.39 ,16.39 ,: ,:
A;NAC;PRI906;BE,31.00 ,64.80 ,65.60 ,65.60 ,65.60 ,65.60
A;NAC;PRI906;BG,: ,: ,: z,: ,: z,: z
A;NAC;PRI906;CH,44.44 ,: ,: z,: z,: ,:
A;NAC;PRI906;CY,27.34 ,23.92 ,22.50 ,22.50 ,22.50 ,22.50
A;NAC;PRI906;CZ,: ,490.00 ,490.00 ,490.00 ,490.00 ,510.00
A;NAC;PRI906;DE,15.90 ,15.90 ,15.90 ,15.90 ,17.00 ,16.00
A;NAC;PRI906;DK,208.00 ,502.00 ,262.00 ,265.00 ,517.00 ,517.00
A;NAC;PRI906;EE,23.90 ,23.90 ,28.20 ,28.20 ,28.20 ,28.20
A;NAC;PRI906;EL,31.84 ,31.84 ,31.84 ,31.84 ,31.84 ,31.84
A;NAC;PRI906;ES,: ,: ,: ,: ,32.74 ,:
A;NAC;PRI906;FI,22.30 ,34.00 ,: z,: z,: ,:
A;NAC;PRI906;FR,31.10 ,31.10 ,40.85 ,36.10 ,: ,:
A;NAC;PRI906;HR,220.00 ,220.00 ,220.00 ,140.00 ,140.00 ,140.00
A;NAC;PRI906;HU,12235.00 ,12725.00 ,12980.00 ,: ,: z,:
A;NAC;PRI906;IE,32.00 ,32.00 ,32.00 ,32.50 ,32.50 ,35.50
A;NAC;PRI906;IS,4720.00 ,4865.00 ,4865.00 ,5010.00 ,5010.00 ,5010.00
A;NAC;PRI906;IT,: ,: ,: ,: z,: z,:
A;NAC;PRI906;LT,: ,: ,: ,: ,: ,:
A;NAC;PRI906;LU,27.00 ,27.00 ,27.00 ,39.00 ,: z,: z
A;NAC;PRI906;LV,: ,: ,: ,: ,: z,: z
A;NAC;PRI906;MK,1039.00 ,: ,844.00 ,844.00 ,844.00 ,844.00
A;NAC;PRI906;MT,: ,: ,: ,: ,: ,:
A;NAC;PRI906;NL,: ,24.30 ,24.30 ,17.46 ,17.46 ,18.20
A;NAC;PRI906;NO,: ,: ,: ,: ,360.00 ,360.00
A;NAC;PRI906;PL,57.00 ,: ,62.00 ,62.00 ,62.00 ,:
A;NAC;PRI906;PT,: ,: ,: ,: z,: z,: z
A;NAC;PRI906;RO,: ,: ,: ,: ,: z,: z
A;NAC;PRI906;RS,1620.00 ,1620.00 ,2700.00 ,2700.00 ,2700.00 ,2700.00
A;NAC;PRI906;SE,411.00 ,411.00 ,411.00 ,411.00 ,411.00 ,411.00
A;NAC;PRI906;SI,16.40 ,16.40 ,16.40 ,16.40 ,38.27 ,38.27
A;NAC;PRI906;SK,24.50 ,20.50 ,20.50 ,20.50 ,20.50 ,25.00
A;NAC;PRI906;UK,26.28 ,13.65 ,23.65 ,: z,: z,:
A;NR_HAB;DTR401_01_01;AT,: ,224.9 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;BE,208.0 ,198.4 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;BG,4.0 ,3.2 ,2.8 ,2.8 ,2.6 ,3.1
A;NR_HAB;DTR401_01_01;CH,453.7 ,433.9 ,420.9 ,406.5 ,: c,:
A;NR_HAB;DTR401_01_01;CY,63.4 ,55.4 ,56.0 ,51.8 ,51.1 ,49.4
A;NR_HAB;DTR401_01_01;CZ,: ,58.0 ,51.2 ,47.9 ,44.9 ,40.2
A;NR_HAB;DTR401_01_01;DE,165.7 ,162.4 ,159.8 ,153.6 ,147.8 b,163.1
A;NR_HAB;DTR401_01_01;DK,101.6 ,110.0 ,81.6 ,67.3 ,: c,: c
A;NR_HAB;DTR401_01_01;EE,52.0 ,49.9 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;EL,35.5 ,31.3 ,31.0 ,24.8 ,22.5 ,20.4
A;NR_HAB;DTR401_01_01;ES,: ,67.9 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;FI,264.6 ,240.3 ,133.9 ,: c,: c,: c
A;NR_HAB;DTR401_01_01;FR,: ,: ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;HR,48.8 ,50.3 ,49.7 ,54.4 ,56.6 ,55.7
A;NR_HAB;DTR401_01_01;HU,70.2 ,70.1 ,66.0 ,63.1 ,64.1 ,60.7
A;NR_HAB;DTR401_01_01;IE,: ,114.1 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;IS,112.8 ,104.8 ,94.9 ,87.5 ,80.6 ,72.9
A;NR_HAB;DTR401_01_01;IT,66.0 ,65.7 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;LT,22.0 ,19.8 ,19.4 ,18.8 ,19.9 ,20.6
A;NR_HAB;DTR401_01_01;LU,286.3 ,273.7 ,264.8 ,254.1 ,237.2 ,220.5
A;NR_HAB;DTR401_01_01;LV,29.2 ,27.5 ,28.5 ,26.4 ,25.0 ,24.7
A;NR_HAB;DTR401_01_01;MK,22.6 ,20.9 ,18.7 ,19.4 ,18.1 ,16.0
A;NR_HAB;DTR401_01_01;MT,78.9 ,78.2 ,74.0 ,68.5 ,63.9 ,62.3
A;NR_HAB;DTR401_01_01;NL,: ,174.6 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;NO,: ,: ,: ,: ,: ,:
A;NR_HAB;DTR401_01_01;PL,41.4 ,40.2 ,36.6 ,34.1 ,36.8 ,36.6
A;NR_HAB;DTR401_01_01;PT,85.3 ,79.3 ,74.7 ,72.5 ,69.8 ,65.7
A;NR_HAB;DTR401_01_01;RO,17.9 ,17.8 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;RS,42.3 ,41.7 ,40.8 ,39.5 ,38.1 ,39.1
A;NR_HAB;DTR401_01_01;SE,243.1 ,229.3 ,214.3 ,198.4 ,186.3 ,174.2
A;NR_HAB;DTR401_01_01;SI,108.3 ,99.6 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;SK,41.8 ,38.7 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01_01;UK,207.5 ,198.7 ,193.7 b,189.0 ,178.3 d,168.2 d
A;NR_HAB;DTR401_01;AT,: ,226.6 ,207.8 ,196.1 ,182.0 ,177.0
A;NR_HAB;DTR401_01;BE,210.5 ,200.8 ,194.0 ,184.5 ,179.4 ,169.0
A;NR_HAB;DTR401_01;BG,4.0 ,3.9 ,3.7 ,3.5 ,3.3 ,3.6
A;NR_HAB;DTR401_01;CH,: ,: ,423.0 ,409.8 ,: c,335.7
A;NR_HAB;DTR401_01;CY,63.4 ,55.4 ,56.0 ,51.8 ,51.1 ,49.4
A;NR_HAB;DTR401_01;CZ,0.0 ,59.3 ,53.0 ,49.5 ,46.9 ,42.8
A;NR_HAB;DTR401_01;DE,186.4 ,183.4 ,208.1 e,205.8 e,202.0 e,198.5
A;NR_HAB;DTR401_01;DK,137.4 ,144.6 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01;EE,75.8 ,74.1 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01;EL,36.2 ,31.4 ,33.5 ,27.3 ,25.5 ,23.9
A;NR_HAB;DTR401_01;ES,: ,67.3 ,64.4 ,61.7 ,55.5 ,61.5
A;NR_HAB;DTR401_01;FI,264.6 ,240.3 ,308.2 ,295.2 ,287.0 ,281.5
A;NR_HAB;DTR401_01;FR,234.4 ,217.3 ,205.1 ,192.6 ,180.6 ,169.0
A;NR_HAB;DTR401_01;HR,72.8 ,70.7 ,70.4 ,68.4 ,68.2 ,65.0
A;NR_HAB;DTR401_01;HU,70.2 ,70.1 ,66.0 ,63.1 ,64.1 ,60.7
A;NR_HAB;DTR401_01;IE,: ,114.1 ,114.9 ,: c,: c,: c
A;NR_HAB;DTR401_01;IS,112.8 ,104.8 ,94.9 ,87.5 ,82.6 ,74.6
A;NR_HAB;DTR401_01;IT,79.2 ,78.8 ,72.3 ,67.1 ,56.5 ,51.9
A;NR_HAB;DTR401_01;LT,24.6 ,25.2 ,25.3 ,23.5 ,21.8 ,22.2
A;NR_HAB;DTR401_01;LU,286.3 ,286.8 ,277.7 ,268.2 ,246.7 b,230.5
A;NR_HAB;DTR401_01;LV,32.0 ,30.6 ,32.8 ,29.9 ,29.0 ,26.6
A;NR_HAB;DTR401_01;MK,22.9 ,21.2 ,19.2 ,19.8 ,18.5 ,16.2
A;NR_HAB;DTR401_01;MT,79.3 ,78.3 ,74.2 ,68.7 ,64.3 ,62.7
A;NR_HAB;DTR401_01;NL,: ,221.3 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01;NO,: ,: ,: ,: ,: ,:
A;NR_HAB;DTR401_01;PL,47.8 ,47.3 ,43.8 ,43.9 ,40.1 ,37.5
A;NR_HAB;DTR401_01;PT,86.6 ,81.3 ,77.1 ,74.9 ,72.4 ,67.6
A;NR_HAB;DTR401_01;RO,23.1 ,24.6 ,26.0 ,23.5 ,11.0 ,17.6 d
A;NR_HAB;DTR401_01;RS,42.3 ,41.7 ,40.8 ,39.5 ,38.1 ,39.3
A;NR_HAB;DTR401_01;SE,278.9 ,266.3 ,252.3 ,237.2 ,230.8 ,220.3
A;NR_HAB;DTR401_01;SI,116.6 ,111.9 ,127.4 ,121.7 ,118.4 ,: c
A;NR_HAB;DTR401_01;SK,47.3 ,45.4 ,: c,: c,: c,: c
A;NR_HAB;DTR401_01;UK,207.9 ,200.0 ,196.3 b,189.4 ,178.5 ,168.4
A;NR_HAB;DTR401_03_01;AT,: ,7.1 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;BE,2.4 ,2.2 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;BG,16.0 ,3.1 ,4.0 ,3.5 ,3.9 ,4.2
A;NR_HAB;DTR401_03_01;CH,: ,13.9 ,13.1 b,13.4 b,: c,:
A;NR_HAB;DTR401_03_01;CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
A;NR_HAB;DTR401_03_01;CZ,: ,: ,3.3 ,3.4 ,3.6 ,3.6
A;NR_HAB;DTR401_03_01;DE,: ,: ,: ,: ,: ,:
A;NR_HAB;DTR401_03_01;DK,2.9 ,4.9 ,: ,: c,: c,: c
A;NR_HAB;DTR401_03_01;EE,1.2 ,1.2 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;EL,0.0 ,0.0 ,0.1 ,0.1 ,0.2 ,0.2
A;NR_HAB;DTR401_03_01;ES,: ,0.3 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;FI,5.5 ,5.3 ,5.4 ,: c,: c,: c
A;NR_HAB;DTR401_03_01;FR,: ,: ,: ,: z,: z,: z
A;NR_HAB;DTR401_03_01;HR,0.9 ,1.0 ,1.0 ,1.1 ,1.4 ,1.6
A;NR_HAB;DTR401_03_01;HU,0.9 ,0.8 ,1.1 ,1.3 ,1.6 ,2.0
A;NR_HAB;DTR401_03_01;IE,: ,1.3 ,2.1 b,: c,: c,: c
A;NR_HAB;DTR401_03_01;IS,2.1 ,2.0 ,2.1 ,2.2 ,2.3 ,2.5
A;NR_HAB;DTR401_03_01;IT,0.1 ,0.1 ,: c,0.2 ,: c,: c
A;NR_HAB;DTR401_03_01;LT,0.4 ,0.3 ,0.1 ,0.1 ,0.1 ,0.1
A;NR_HAB;DTR401_03_01;LU,1.6 ,1.8 ,2.3 ,2.6 ,0.2 b,0.2 b
A;NR_HAB;DTR401_03_01;LV,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
A;NR_HAB;DTR401_03_01;MK,0.1 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0
A;NR_HAB;DTR401_03_01;MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
A;NR_HAB;DTR401_03_01;NL,: ,: ,: ,: c,: c,: c
A;NR_HAB;DTR401_03_01;NO,5.1 ,: ,: ,: ,: ,:
A;NR_HAB;DTR401_03_01;PL,: ,1.3 ,1.3 ,1.5 ,1.6 ,1.7
A;NR_HAB;DTR401_03_01;PT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
A;NR_HAB;DTR401_03_01;RO,0.1 ,0.2 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;RS,0.7 ,0.8 ,0.8 ,1.0 ,1.2 ,1.6
A;NR_HAB;DTR401_03_01;SE,6.5 ,7.7 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;SI,2.5 ,3.3 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;SK,1.0 ,1.0 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03_01;UK,13.2 ,12.9 ,12.8 ,12.7 ,13.1 ,13.5
A;NR_HAB;DTR401_03;AT,: ,11.2 ,11.5 ,11.9 ,12.7 ,14.6
A;NR_HAB;DTR401_03;BE,5.0 ,4.7 ,6.0 ,5.6 b,5.6 ,6.4
A;NR_HAB;DTR401_03;BG,18.6 ,18.8 ,19.3 ,18.2 ,19.9 ,24.8
A;NR_HAB;DTR401_03;CH,: ,: ,: ,16.0 ,: c,17.5
A;NR_HAB;DTR401_03;CY,3.8 ,3.7 ,3.8 ,3.9 ,4.5 ,4.5
A;NR_HAB;DTR401_03;CZ,0.0 ,: ,5.1 ,5.7 ,6.8 ,6.9
A;NR_HAB;DTR401_03;DE,27.2 ,28.4 ,: ,: ,34.2 ,29.7 b
A;NR_HAB;DTR401_03;DK,: ,: ,: c,9.3 ,: c,: c
A;NR_HAB;DTR401_03;EE,3.4 ,3.8 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03;EL,4.1 ,4.6 ,4.8 ,5.0 ,5.6 b,6.0
A;NR_HAB;DTR401_03;ES,: ,4.5 ,3.5 ,3.7 ,5.5 ,6.5
A;NR_HAB;DTR401_03;FI,: ,: ,10.9 ,11.9 ,12.8 ,12.8
A;NR_HAB;DTR401_03;FR,: ,: ,: ,4.9 ,6.6 b,7.6
A;NR_HAB;DTR401_03;HR,2.9 ,3.8 ,4.2 ,4.4 ,4.7 ,5.2
A;NR_HAB;DTR401_03;HU,3.0 ,2.7 ,3.6 ,3.5 ,5.1 ,5.5
A;NR_HAB;DTR401_03;IE,: ,2.8 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03;IS,: ,: ,2.1 ,2.2 ,2.3 ,2.5
A;NR_HAB;DTR401_03;IT,3.3 ,3.3 ,3.5 ,4.6 b,5.4 b,6.2
A;NR_HAB;DTR401_03;LT,6.3 ,3.5 ,3.6 ,3.5 ,4.1 ,4.1
A;NR_HAB;DTR401_03;LU,6.5 ,5.9 ,6.0 ,3.4 ,0.7 b,0.9 b
A;NR_HAB;DTR401_03;LV,1.3 ,1.4 ,1.7 ,2.1 ,2.6 ,2.4
A;NR_HAB;DTR401_03;MK,: ,0.4 ,0.5 ,0.6 ,0.5 ,0.6
A;NR_HAB;DTR401_03;MT,0.1 ,0.1 ,0.1 ,0.1 ,0.0 ,0.0
A;NR_HAB;DTR401_03;NL,: ,: ,: ,: c,: c,: c
A;NR_HAB;DTR401_03;NO,: ,: ,: ,: ,: ,:
A;NR_HAB;DTR401_03;PL,2.2 ,4.8 ,5.5 ,6.0 ,7.1 ,8.2
A;NR_HAB;DTR401_03;PT,3.4 ,3.7 ,3.7 ,3.7 ,4.2 ,5.2
A;NR_HAB;DTR401_03;RO,1.1 ,1.6 ,3.2 ,5.2 ,15.5 b,8.6 d
A;NR_HAB;DTR401_03;RS,2.1 ,2.5 ,2.8 ,3.2 ,3.8 ,4.4
A;NR_HAB;DTR401_03;SE,: ,8.6 ,9.3 ,10.0 ,11.3 ,12.0
A;NR_HAB;DTR401_03;SI,4.1 ,5.0 ,5.1 ,5.5 ,7.3 ,: c
A;NR_HAB;DTR401_03;SK,3.5 ,4.1 ,: c,: c,: c,: c
A;NR_HAB;DTR401_03;UK,20.3 ,21.1 ,22.5 d,25.3 ,26.9 ,29.1
A;NR_HAB;ITR501_01_01;AT,: ,13.0 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;BE,12.3 ,12.0 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;BG,0.4 ,0.6 ,0.7 ,0.8 ,1.0 ,1.1
A;NR_HAB;ITR501_01_01;CH,25.5 ,23.3 ,22.2 ,21.0 ,: ,:
A;NR_HAB;ITR501_01_01;CY,6.4 ,7.8 ,7.3 ,6.2 ,6.3 ,7.2
A;NR_HAB;ITR501_01_01;CZ,: ,6.7 ,7.6 ,5.5 ,3.8 ,4.7
A;NR_HAB;ITR501_01_01;DE,: ,: ,: ,: ,6.8 ,6.4
A;NR_HAB;ITR501_01_01;DK,9.9 ,9.1 ,9.1 ,: c,: c,: c
A;NR_HAB;ITR501_01_01;EE,2.9 ,3.2 ,5.3 ,4.8 ,5.4 ,6.1
A;NR_HAB;ITR501_01_01;EL,2.6 ,2.1 ,2.4 ,2.0 ,1.9 ,1.5
A;NR_HAB;ITR501_01_01;ES,: ,2.3 ,: c,2.9 ,: c,: c
A;NR_HAB;ITR501_01_01;FI,7.3 ,7.0 ,6.9 ,6.7 ,: c,: c
A;NR_HAB;ITR501_01_01;FR,: ,: ,: ,: c,4.7 b,: c
A;NR_HAB;ITR501_01_01;HR,3.0 ,3.2 ,3.8 ,3.8 ,3.6 ,3.9
A;NR_HAB;ITR501_01_01;HU,1.6 ,1.6 ,2.7 ,3.4 ,3.7 ,4.2
A;NR_HAB;ITR501_01_01;IE,: ,12.8 ,12.9 ,12.3 ,11.5 e,10.3 e
A;NR_HAB;ITR501_01_01;IS,7.1 ,10.3 ,12.1 ,11.5 ,13.5 ,16.3
A;NR_HAB;ITR501_01_01;IT,2.3 ,2.3 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;LT,2.5 ,2.9 ,3.4 ,3.4 ,3.4 ,4.2
A;NR_HAB;ITR501_01_01;LU,41.7 ,41.2 ,38.5 ,34.7 ,29.7 ,28.1
A;NR_HAB;ITR501_01_01;LV,2.2 ,2.3 ,3.1 ,3.8 ,5.1 ,5.5
A;NR_HAB;ITR501_01_01;MK,: ,1.0 ,1.1 ,1.1 ,0.4 ,0.5
A;NR_HAB;ITR501_01_01;MT,13.0 ,11.9 ,11.3 ,10.9 ,10.9 ,10.6
A;NR_HAB;ITR501_01_01;NL,6.8 ,6.4 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;NO,: ,: ,: ,: ,: ,:
A;NR_HAB;ITR501_01_01;PL,2.5 ,1.5 ,1.6 ,1.6 ,1.4 ,1.9
A;NR_HAB;ITR501_01_01;PT,2.7 ,2.5 ,2.6 ,2.7 ,2.9 ,3.1
A;NR_HAB;ITR501_01_01;RO,0.6 ,0.5 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;RS,0.4 ,0.4 ,0.4 ,0.5 ,1.0 ,1.1
A;NR_HAB;ITR501_01_01;SE,8.0 ,7.6 ,: c,: c,8.0 ,11.1
A;NR_HAB;ITR501_01_01;SI,: ,: ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;SK,5.4 ,4.9 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01_01;UK,: ,: ,8.5 ,8.1 d,7.5 d,6.4 d
A;NR_HAB;ITR501_01;AT,: ,13.0 ,: c,: c,11.8 ,11.4
A;NR_HAB;ITR501_01;BE,12.3 ,12.0 ,: c,: c,: c,: c
A;NR_HAB;ITR501_01;BG,0.4 ,0.6 ,0.8 ,0.8 ,1.0 ,1.1
A;NR_HAB;ITR501_01;CH,: ,: ,24.6 ,23.5 ,: ,25.0
A;NR_HAB;ITR501_01;CY,8.0 ,7.8 ,7.3 ,6.2 ,6.3 ,7.2
A;NR_HAB;ITR501_01;CZ,0.0 ,7.2 ,8.1 ,5.5 ,3.8 ,4.7
A;NR_HAB;ITR501_01;DE,16.2 ,16.5 ,16.2 ,15.3 ,7.1 d,6.9
A;NR_HAB;ITR501_01;DK,9.9 ,9.1 ,: ,: c,: c,: c
A;NR_HAB;ITR501_01;EE,2.9 ,3.2 ,5.3 ,4.8 ,5.4 ,6.1
A;NR_HAB;ITR501_01;EL,2.7 ,2.1 ,2.4 ,2.0 ,1.9 ,1.5
A;NR_HAB;ITR501_01;ES,: ,2.5 ,3.0 b,3.0 ,3.1 b,3.1
A;NR_HAB;ITR501_01;FI,7.3 ,7.0 ,6.9 ,6.7 ,: ,: c
A;NR_HAB;ITR501_01;FR,: ,: ,: ,: c,4.7 b,3.9
A;NR_HAB;ITR501_01;HR,3.0 ,3.2 ,3.8 ,3.8 ,3.6 ,3.9
